content,score
"pelayanan sekaramg buruk, driver nya sekarang banyak yg malas malas",1
sangat menyenangkan,5
sangat membantu,5
banyak driver mobil nolak jadi siang2 nunggu Berjam jam,1
woi ngiklan yg bener,1
sangat membantu 👍👍👍,5
"Keseringan lemot, jelek banget aplikasi ini di jaringan 4G dan 5G gatau kenapa, sampe² gw harus telat ketinggalan kereta karena pake aplikasi gotransit di aplikasi ini.",1
"mau ke stasiun kereta tapi ditolak terus sama drivernya sebanyak 5x, posisi udah panik kalo ketinggalan kereta, tapi untungnya ada online ojek yang satunya sedangkan selalu ditolak driver kalo di gojek. Pas mau transfer gopay ke sesama gopay pun masih disuruh verifikasi ktp padahal udah berulang kali verifikasi, ribet banget, bikin stress, bukannya lebih praktis malah bikin idup makin pusingg, ga recommend samsek, mending online ojek yang satunya. 0/10",1
"Setiap kali driver sudah nunggu di restoran selalu tulisannya makananmu hampir siap, padahal setiap kali saya pesan malah pesanan saya baru dibuat. harusnya di-update tulisannya, kalau makanannya baru dibuat ya tulis baru dibuat, kalau sudah mau jadi ya tulis kalau sudah mau jadi",2
"Dalam seminggu minta Pembaruan beberapa kali maksudnya apa? jarang pakai, tapi minta Pembaruan Melulu, Meressse Kuota konsumen aja , cukimai .....!!!!!!!! udah orderan sepiiii.... kaya kuburan. pake otak.",2
buruk,1
benar-benar dah map nya kacau,1
"Aplikasi yang sangat membantu kebutuhan kita sehari hari. Sukses selalu, Gojek Indonesia 👍",5
aplikasi yg sangat membntu tim mager sperti aku,5
"tolong dong kalo emg posisinya emg jauh atau dia lagi ada kendala dijalan apa ngomong jngn diem aj, perna aku pesan gojek buat berangkat kerja pdhl aku ud mesen pas aku liat posisi abang y deket bngt dri rmh aku pas aku tunggu ada kali 15 mnt ga dateng aku chatting ga dijawab pas dijawab tau y dia belum jalan samsek karna alasan yg menurut aku yauda gapapa tapi maksudnya tuh ngomong dari awal jd aku ga harus nungguin dari tadi sampe telat berangkat kerja yg awal y aku g bakal telat malah telat😢",2
no khawatir.. ada gojek.. kemana2,5
lama banget cari driver nya,1
"tolong dong kenapa setiap masuk aplikasi,selalu keluar sendiri.udh sy restart dan instal ulang",4
drivernya lamak,1
bagus cakep selalu jadi andalan,5
saya kecewa karena sudah menunggu lama dalam keadaAn kepala pusing. tanpa alasan yg jelas driver tiba-tiba membatalkan pesanan saya.,4
APLIKASIII SAMPPAGGHH,1
"Gojek bukan sekadar ojek online — tapi “super-app” yang mengintegrasikan layanan transportasi, pesan antar makanan, belanja kebutuhan, pengiriman barang, pembayaran digital (GoPay), dan lainnya. Banyak pengguna menyukai kenyamanan ini karena tidak perlu instal banyak aplikasi berbeda.",5
"ok, cepat datang sesuai map",5
"apaan ini aplikasi lama² gajelas susah banget dapet drivernya, gw rasa kegedean potongan aplikasinya deh jadi mitranya pada males ambil orderan dan lebih milih ambil dari aplikasi lain.. makanya jangan dzolim sama mitra.. mitra tuh cari duit juga lebih keras panas kepanasan hujan kehujanan.. sengaja gw rating jelek di aplikasinya gak ke drivernya.. karna driver sebagai mitra juga berhak milih.. aplikasinya aja yg kocak",2
sangat membantu,5
bilang cepat padahal lama gak bagus,1
"sebenarnya cukup terbantu untuk bbrp hal, tapi ya belakangan ini saya gocar nya itu lho, driver sudah ga respon, yg tadinya jaraknya sudah dekat tb2 jauh dan ga ngabarin. sering ga gerak akhirnya waktu saya sering terbuang sia2 menunggu driver yg tak jelas. kalau kalian bilang cuma bbrp oknum ga mgkn cuma bbrp saja, minimal saya 2 kali seminggu(4x perjalanan) keluar pakai gocar dan 2 x pasti begitu kelakuan driver nya. tolong drivernya ditingkatkan kualitasnya dong.",3
"mau mesan makanan,gak sengaja keluar,diskon nya malah langsung hangus",4
"mantap deh,kayaknya naik 100% tebet - halim",5
langganan gojek plus. tapi gofood nya gak ada logo p. gak guna,1
sangat terbantu,5
Bagus dan tepat sasaran,5
tahu jalan,5
"jangan bangkrut dlu ya gojek, soalnya aku kerja pke gojek truss, karna gabisa motor😭",5
sehat selallu dan semogga rezekinya lancar ya😊🙏🙏,5
"saya uninstall, sangat sangat kecewa dengan Gojek sekarang.",1
membantu😁👍,5
oke dan armada yg bagus,5
bisa membatalkan sepiha tanpa keterangan,3
baru nyoba,5
Alhamdulillah drivernya ramah dan amanah,5
penjemputan dn pengataran barang cepat... driver sangat bagus sigap tanggap cepat nerima panggilan tlp... trima kasih driver mas rizal rinaldy.,5
"ga jelas masyaallah biasanya ga gini dah, mau login aja di persulit apalagi lagi buru"" malah disruh nunggu trs ttp di sruh nunggu lagi krn bnyk percobaan, tapi gapapa kali ini sja saya sulit login lain kali saya coba lagi terimksih.",3
cukup bagus dan sangat membantu,5
layanan goried Hemat saya hilang dan tidak muncul di aplikasi castamer .kalau seperti ini terus mending pindah aplikasi lain,1
excellent,5
Aplikasi Transportasi online yang bener bener Nyaman dan aman,5
sering transaksi pembelian bayar pake aplikasi ini sukses tapi toko belum terbayar..nyatanya saldo gak kembali,1
sangat baik dan user interface nya bagus sekali,5
update gopay diaplikasi selalu gagal,1
"sekarang makin mahal, biasanya rp.7.000 sekarang jadi rp.11.000 padahal sama alamat nya",2
keren!!!,5
bagus,5
"kadang jeleknya driver suka membatalkan pada saat gosend yg instan hemat apa bila gak ketemu alamat atau salah nomor alamat sedikit ,tidak mau bertanya kepada customer main langsung di batalkan saja seperti saya tadi",5
keren dan mantap,4
map selalu bermasalah dan tidak sesuai real time,1
mantap,5
"susah order GOcar,slalu di cansel driver,sekalinya dapet driver nunggunya lama sekitar 30 menit,itupun driver blm sampai,muter muter tambah jauh dari titik penjemputan,akirnya saya cansel aja,ganti aplikasi si kuning,ga sampai 2 menit,driver sudah sampai",2
"Udh lama pake gojek, baru kali ini topup gopay malah gk masuk. turun b1 aja lah, masa iya disuruh nunggu 48 jam? edit : sudah di lapor dari hari pertama, di ulur2 terus di suruh nunggu hari kerja. tiba2 hari ini LAPORAN DITUTUP. saldonya belum masuk, tidak ada refund, saldo di bank kepotong juga. pelayanan macam apa ini?! edit 2 : gopaynya sudah masuk. mohon kedepannya kasih kejelasan alur pengaduan. jangan asal tutup laporan, asumsinya jadi seolah olah laporan di abaikan. terima kasih",4
gojek kenapa sih driver drivernya malah suka pake rute jauh plus macet. kaya ga banget.,3
titik penjemputan sesuai pesanan,5
kalo pakai grab nyaman,5
"mungkin untuk driver Cikarang dan sekitarnya,lbh baik lg(sopan)... berbeda sm driver2 jkrt yang pd sopan2",5
kenapa saya kasih bintang 2 karena sya kemarin naik gocar di aplikasi saya 27 tapi di sopir 39 anaeh bgtt ini siapa yg salah sebenarnya aneh,2
oke,4
drivernya baik,5
good,5
sangat membantu sekali,5
Kemana-mana gak usah khawatir gak dapet transportasi lagi. Aman dan nyaman kendaraannya. Drivernya baik2 dan ramah2.,5
terus ditingkatkan,5
bagus pelayanannya,5
biar cepat proses review paylater nya ya,5
ok,5
awesome,5
"pemilihan rute suka beda"" driver jadi bingung liat maps nya dan berakhir nyasar bikin penumpang telat.",1
"Lancar, selamat sampe tujuan",5
"masih bingung seeh. krn jarang di gunakan. pernah order, perasaan order sekali ternyata yg datang 2 driver. kata abang drivernya saya 2x transaksi, kok bisa y??? saya jadi merasa bersalah sama driver 1 nya karna aq liat dy jg dikit lagi sampai.",4
"pelayanan bagus, waktu penjemputan cepat",5
"tarifnya makin mahal padahal dulu murah aja padahal jarak deket, kecewa berat",1
good,5
gojek pwis pwisss diriku ongkir nya 12 ribu bisa di murahin seperti biasa lagi tidaa😭🙏🏻,5
bgus,5
semoga lebih baik lagi Tuhan Yesus memberkati,5
tolo aplikasi,1
manta,5
cepet sat set,4
cukup bagus,5
mudah didapat n harganya ekonomis,5
Sagar baik dan para gojek rahmanah,5
"tolong dong yang adil, masak cuma driver doang yang bisa liat rating cs, kami sebagai cs juga pengen liat rating driver",3
👍,5
bagus,5
aplikasi yang sangat membantu,5
sampai saat ini nyaman pake gojek,5
"gimana sih gojek ini kalo udah malam sering banget nih driver"" gak Nerima dan jarang respon...kita juga penumpang mau nya yg baik"" saja..di respon kek walaupun gak bisa Nerima..kita jadi tau kalo dia bisa atau enggak nya..gak harus nunggu"" ...kalo carik driver mending yang niat"" kerja saja mau nyaaa...",1
"ini gmn dh ko pemberitahuan nya beda,makanan udh di jalan tpi pemberitahuan nya msh di restoran,tolong untuk di perbaiki lgi ya biar gada kesalah pahaman,ojek nya kesian udh muter"" cri lokasi saya,udh gitu saya ga lngs dpt chat dri abang gojeknya,di sangka nya saya susah di hubungin",2
sangat membantu...,5
terlalu exclusive buat penumpang,3
"Untuk mapnya sumpah buruk bngt udah di pasin masih saja mlenceng hauw, biayanya juga berubah, tidak konsisten, admin mahal, ngk seperi dulu bakar2 duit, hahahahaha gofood nya gila2an biaya penangan lebih dari 20, driver dapat apa...",1
Cukup dibutuhkan 👍👍,4
kasihan driver gofood cuma terima 5000 gojek terlalu banyak ambil untung memeras keringat driver,1
sangat mudah sangat nyaman sekali,5
pke gojek GX ribet,5
parah dapet ojek nya susah banget,1
"banyak promo nya, dan sangat membantu pas lagi ga punya dana untuk keperluan 👍",5
low respon banget ini pihak gojek chat via aplikasi gojek engga bisa lewat email ga ada balasan ? lebih cuek dari cewe 🤣,1
puas sekali,5
"DRIVER LELET, ONGKIR MAHAL",1
sangat membantu🙏,5
ntap,5
Bnyak promo diskon voucher ok mantul,5
makasih kak atas respon nya...semoga kedepan nya tarif gojek lebih terjangkau..terimakasih,5
gojek sangat puass,5
ok,5
"kapok si dan gw gkakan pake gojek lg..gilaaa bgt gw dikerjain, pesen makan dr jam 7 mlm sampe jam 21.40 gkada kejelasan, gonta ganti driver belasan kali, saldo gopay jg bolakbalik ke potong tb2 dibalikin, gajelas! byee gojek",1
"kasih bintang satu dulu , penjelasannya adalah ketika sedang memesan car selalu tidak sesuai dengan titik maps kita selalu salah dan sering terjadi cekcok antara pemesan dan driver dikarenakan kesalahan titik jemput",1
puass dan membantu,5
kalo ke mal CP susah dpt gocar slalu dibatalin sm sopir n klo dpt jg gocar comfort,1
mantap,5
sialan banget sering banget go car nge cancel. susah banget mo mesen aja di cancel terus. sangat tidak puas dengan gojek.,1
bagusss 👍🏻👍🏻👍🏻👍🏻☺️,5
"Update terlalu lama, berulang ulang. Ribet",5
Mantapppppp,5
Bagus buangeetttt.......,5
bagus,5
goride hemat nya ilang 😭,4
"maaf bgt gojek aku kasih bintang 2, sering bgt mesen mkn ga dpt driver dan dikasih estimasi waktu utk pembatalannya lama bgtt, hrusnya sekitar 30 mnt ckup(utk pencarian driver)kalau gdapat driver langsung bisa dibatalin, biar ga buang buang waktu dan bisa buat pesanan baru. lah ini 1 jam lebih baru dibatalkan otomatis. Tolong diperbaiki lagi yaa kelamaan soalnya kalau nunggu segitu. Semoga bisa jdi lebih baik lgi kedepannya jujur sukaa dgn apk gojek ini sangatt membantu 🙏🏻🙌🏻",2
"admin Gojek Tidak perdulikan lagi ulasan Kita & Drivernya mau positif/negatif Mereka tetap Bodo amat, Kuncinya kasih Ratting 1 terus Gausah gunakan aplikasi gojeknya, Saya sudah pindah alih ke maxim harga bersahabat & memanjakan Customernya",1
memudahkan pelayanan,5
aplikasi ini merugikan pengguna.,1
Aplikasi yang sangat berguna untuk berjalan-jalan dan membeli makanan atau kebutuhan saat tidak bisa pergi ke tempat pembelian tersebut.,5
susah amat cansel padahal Bru Bbrpa detik pesen lupa pake voucher lmyan beda harga stngahnya anjir,1
"kenapa harus 2x potongan biaya admin? padahal dari virtual account sudah sama biaya admin di transfer ke gopay, tapi sama gopay di potong lagi seribu???",1
"gajelas, gabisa buat chat tpln driver bintang pelanggan udah 5 tp mau matiin bintang",1
memudahkan dalam segala situasi,5
Dengan aplikasi gojek kita dapat kemudahan belanja dan bepdrgian,5
"sekarang males pake gocar, kemarin di jogja di cancel terus sama drivernya, 6x di batalin terus, yg bikin males malah suruh naik becak kata divernya kan anjiiing. padahal kalo naaik selalu aku kish tips dan bintang 5 terus.. sudah cukup tak hapus apk gojeknya.. ga mau pake lagi kapok, skrg pindah kuning.",1
"gojek siaaaaaalaaaaan, order makanan sering bgt tau2 di batalin sepihak tanpa penjelasan apapun. kalo ada yg punya penyakit magh udh nunggu lama gmn, gila sih kecewa bgt pake apk gojek. auto uninstall.",1
Ok banget ramah dan pengalaman,5
tingkatkan terus kualitas layanan pada pelanggan,4
👍🏻,4
pokoke mantul deh,5
utk komplain ke gojek sangat lambat ditindak lanjuti..krn pengirim dr gojek ngawur...padahal alamat sdh bnar....dan dichat tdk dibuka oleh pengirim...sampe.detik ini tdk ada permintaan maaf atau apalah ke pihak yg menggunakan jasa gojek....terimakasih,5
ok,5
mantap,5
baik dan asik,5
⭐️⭐️⭐️⭐️⭐️,5
"walau aku memberi nilai 5 bintang karena gopay bersifat menyeluruh dalam google ,namun buat aku belum menemukan hasil.yang relevan dalam kebijakan privasi walaupun dalam keadaan darurat kebutuhan ataupun kelonggaran aturan walaupun kita sudah diketahui bahwa kitalah pemegang akun ,namun itupun masih di persulit kebutuhan hari hari,salam hormat dan terimakasih.🥰🥰🥰🙋🙋🙋🌹🌹🌹💐💐💐🌈🌈🌈🌟🌟🌟👍👍👍🙏🏻🙏🏻🙏🏻",5
bagus,5
semoga promonya ada terus ya,5
mantap,5
ok,5
Ringkas,5
kerenn,5
"makin lama makin ribet, wtk gofood ny keren, ilang nafsu mkn wkwk",1
"Aplikasi membantu untuk pergi kemana pun, Semoga Voucher diskon di tambah kan lebih banyak lagi",4
sangat puas dengan pelayanannya,5
lebih cepat dapat drivernya drpd aplikasi sblh..,5
gak bisa masuk,1
mantap,5
mantap joss 👍,5
mantaaaapppppp,5
"aplikasi ini sangat bagus, dan sangat membantu dengan pelayanan terbaik..",5
mantap,5
mantapp,5
bagus banget cuma jangan mahal2 lah ongkos nya murah jgn selalu mahal2 ongkos pesan gojek dan makanannya lebih murah lgi harganya di bawah 30 ongkos pesan gojek sama juga ongkos pengiriman makanannya gratis tanpa bayar kalau lgi pesan makanan di gojek biar penggunanya nyaman sama juga banyak yg minat pesan apikasil ini,5
good,5
sejauh ini bagus yah,5
tolong lah gojek buat bagaimana cara buat batalin pesanan makanan,1
"Makin hari makin mahal, bintang satu aja.",5
gojek sangat membantu semua orang,5
bagus,5
bagus,5
goride hematnya nggak ada ya min?,2
ok,4
aplikasi yang sangat bagus cocok untuk berpergian jauh,5
"lama banget nyari drivernya pdhl udah pake pencarian cepat yg 3 ribu, terus jaraknya jg ga jauh.",1
"kenapa selalu ndd kembalian nya driver ta, nblg sede jamannya mi pake gopay, yang penting membayar org to na uang resmi ji kupake",1
"Aplikasi bermanfaat, terimakasih.",5
"mesen ini sering banget di cancel tiba tiba pas lagi butuh sama drivernya. Udah gitu ga ramah beberapa juga saya lihat banyak yang merasa ga aman waktu naik gojek. bukan cuman gojek nya gopay nya pun sering kali ngeluarin saldo aku tanpa sepengetahuanku. tiba tiba aja berkurang, lebih heran nya lagi pernah mesen nunggu lama udah sampe tinggal belok aja di cancel lagi sama bapak driver. Pelayanan nya mohon di tingkatkan dong terus jangan asalan ngasih driver apalagi waktu mepet.",1
best service,5
oke baik,5
sangat bagus,5
ok,5
driver membantu menemukan lokasi,5
bagus,5
alhamdulillah selalu nemu driver yg ramah2 dan nyaman,4
"fitur kode booking tidak berguna, masa kita yang mencari driver bukan sebaliknya",1
good,5
alhamdulillah memudahkan saya mengirimkan makanan buat ibu saya dirumah sementara saya diluar negeri👍🥰 trima kasih,5
"Promo mantap, Gasspoll",4
"butut,masukin kode nya salah trus padahal itu kode baru",1
"sumpahhh yaaa saya kesel bgttt sama driver gocar,,,, udh nunggu hampir sejam gaadtg saya follow-up by chat ga dibls di tlp ga diangkat akhirnya saya cancel ,, saya Masi berusaha buat buat orderan ulang udh dpt di follow-up by chat juga gabls malah di cancel kalo emng gamau jmpt dan anter bilang aja bls cht saya jgn udh nunggu lama malah di cancel",1
"tolong diperbaiki lagi sistemnya, masa fitur goride hematnya hilang. padahal fitur itu sangat penting. atau memang mau dihilangkan fitur goride hemat nya. kalau betul, otomatis peminat gojek menurun. karena fitur itu yg sering dipake orang.",2
mantab,5
aplikasi gojek gofood gosend memudahkan banyak promo,5
mantull bisa bantu setiap perjalanan sy dg lancar,5
aplikasi gk jelas....sdh d isi gopaynya gk otomatis ke gopay payment nya. emang kita ngisi gopay buat apa?buat nabung?,2
terimakasih,5
alhamdulillah baru klik 2 mnt pengemudi sdh meluncur.. .Cepat dan murah,5
ok,5
"mahal, pindah setelah ada aplikasi kuning sama ijo satunya",2
oke..,5
god job,5
gojek mantap...,5
mantaap,5
map muter2 ga jelas lokasi sering salah,2
Baguss,5
good,5
baik,5
nyaman,5
"dapat driver go car atas nama Atep Supriatna, dengan mobil Daihatsu Sigra D1569VDP, memanfaatkan kesempatan dalam kesempitan, minta offline, kami terimalah karna takut susah driver, eh minta lebih, mana mertua lagi yang naik, udah minta di awal lebih, setelah sampai minta lebih, mau di laporin di aplikasi tidak bisa karna sudah di cancel",1
good,5
Gocar semakin tidak bersahabat drivernya..,1
mantap,5
baru ciba,5
"BAGUS TAPI IKLANYA SAMA AJA KAYAK SI OREN, NGESELIN..!! SATU"" KEK IKLAHNYA CAPE BANGET HARUS PONDAH DARI APK YG SEBELUMNYA KE APK GOJEK KALO GA DICHROME FAK",5
Mantap 👍,5
"ngebantu bgt disaat lagi gak ada kendaraan, terimakasih",5
makasih pak sehat selalu tepat waktu,5
Oke,5
pihak gopaynya gak jelas .akun say diblokir sepihak..ditanyakan alasannya GK ngasih tau dan GK mau bukak blokirnya .sangat merugikan..karna didalam ada saldonya,1
the best,5
oke bagus,5
nyaman,5
byk drivernya yg msh profesional,5
"regulasinya parah, ada oknum driver nakal, sudah saya membuat laporan di pusat bantuan tetapi tidak ada penindakan tegas dari pihak gojek. kasus yang saya alami yaitu pesanan gofood saya tidak diantarkan ke alamat saya. dan berdasarkan pencarian nomor driver di getcontack ternyata memang PENIPU. intinya saya juga kecewa sama pelayanan gojek dalam menyelesaikan masalah saya",1
